"Seq ID","Seq Description","GO ID","HUBGENE"
"ppt_41643","P25209sp=Nuclear transcription factor Y subunit B Zea mays (Maize)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_41644","Q8VYK4sp=Nuclear transcription factor Y subunit B-8 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_41648","P25209sp=Nuclear transcription factor Y subunit B Zea mays (Maize)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_41650","Q8VYK4sp=Nuclear transcription factor Y subunit B-8 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_41873","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_41874","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_41979","A0A151TYQ1tr=Scarecrow-like protein 1  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_41981","A0A061FGU2tr=SCARECROW-like 1 isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_42141","Q9CAR0sp=NAC transcription factor 32  Arabidopsis thaliana (Mouse-ear cress)","GO:0009793, GO:0045893, GO:1900057, GO:0003677, GO:0003700, GO:0005515, GO:0005634","HUB"
"ppt_42454","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_42455","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42456","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42458","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42459","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42461","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42464","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42466","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42467","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42468","B8LN81tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42973","A0A0C9RWH5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8720_1929 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42974","A0A0C9RWH5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8720_1929 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_42975","A0A0C9RWH5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8720_1929 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43262","O04681sp=Pathogenesis-related genes transcriptional activator PTI5 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0006355, GO:0006952, GO:0010200, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43263","O04681sp=Pathogenesis-related genes transcriptional activator PTI5 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0006355, GO:0006952, GO:0010200, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43489","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43490","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43875","Q9SRZ8tr=F12P19.8 protein  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43876","Q9SRZ8tr=F12P19.8 protein  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43877","Q9SRZ8tr=F12P19.8 protein  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_43878","Q9SRZ8tr=F12P19.8 protein  Arabidopsis thaliana (Mouse-ear cress)","GO:0003700","NO-H"
"ppt_44376","U5L216tr=MADS box protein MADS58  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0045944, GO:0000977, GO:0000981, GO:0000987, GO:0003677, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_44377","U5L216tr=MADS box protein MADS58  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0045944, GO:0000977, GO:0000981, GO:0000987, GO:0003677, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_44554","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_44555","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_44556","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_44629","A0A0C9RWH5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8720_1929 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_44633","A0A0C9RWH5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8720_1929 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_44670","A0A0C9QVA3tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_6922_2664 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_44671","EnsemblPlants:GLYMA09G00820.1} Glycine max (Soybean) (Glycine hispida)","GO:0006355, GO:0003700, GO:0043565, GO:0005634, GO:0016021","NO-H"
"ppt_44672","EnsemblPlants:GLYMA09G00820.1} Glycine max (Soybean) (Glycine hispida)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_44673","A0A0C9QVA3tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_6922_2664 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_44936","Q9M8M5sp=Ethylene-responsive transcription factor ERF084 Arabidopsis thaliana (Mouse-ear cress)","GO:0000272, GO:0006355, GO:0009873, GO:0003677, GO:0003700, GO:0016161, GO:0102229, GO:0005634","NO-H"
"ppt_45210","Q9SAH7sp=Probable WRKY transcription factor 40 Arabidopsis thaliana (Mouse-ear cress)","GO:0002237, GO:0009611, GO:0009751, GO:0010200, GO:0031347, GO:0042742, GO:0045892, GO:0050832, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_45233","A0A078EAA9tr=BnaA05g24050D protein  Brassica napus (Rape)","GO:0006355, GO:0009414, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_45983","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0045836, GO:0003676, GO:0003677, GO:0003700, GO:0003723, GO:0043565, GO:0005634, GO:0016607","NO-H"
"ppt_45984","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0045836, GO:0003676, GO:0003677, GO:0003700, GO:0003723, GO:0043565, GO:0005634, GO:0016607","NO-H"
"ppt_45985","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_45986","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0045836, GO:0003676, GO:0003677, GO:0003700, GO:0003723, GO:0043565, GO:0005634, GO:0016607","NO-H"
"ppt_46164","Q67U94sp=Heat stress transcription factor B-4c Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0008033, GO:0010200, GO:0030488, GO:0032259, GO:0034605, GO:0043618, GO:0061408, GO:0000049, GO:0000976, GO:0000978, GO:0003677, GO:0003700, GO:0003723, GO:0004809, GO:0005515, GO:0008168, GO:0016740, GO:0043565, GO:0005634, GO:0005737, GO:0042025","NO-H"
"ppt_46217","W9QJX8tr=Anthocyanin regulatory C1 protein  Morus notabilis","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46272","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46273","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46274","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46275","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0000166, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46276","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0000166, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46277","A0A0C9S9E5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7974_1677 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0007015, GO:0003700, GO:0003774, GO:0003779, GO:0005524, GO:0043565, GO:0005634, GO:0016459","NO-H"
"ppt_46332","Q84WK0sp=Transcription factor bHLH85 Arabidopsis thaliana (Mouse-ear cress)","GO:0009733, GO:0045893, GO:0048766, GO:0003700, GO:0005515, GO:0043231","NO-H"
"ppt_46771","Q9XFM9tr=Myb-related transcription factor mixta-like 1  Antirrhinum majus (Garden snapdragon)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46772","Q9XFM9tr=Myb-related transcription factor mixta-like 1  Antirrhinum majus (Garden snapdragon)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46773","Q9XFM9tr=Myb-related transcription factor mixta-like 1  Antirrhinum majus (Garden snapdragon)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_46774","Q9XFM9tr=Myb-related transcription factor mixta-like 1  Antirrhinum majus (Garden snapdragon)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_47006","B9HSN7tr=Zinc finger family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003700, GO:0003824, GO:0005488, GO:0110165","NO-H"
"ppt_47239","Q9CAP4sp=Ethylene-responsive transcription factor ERF013 Arabidopsis thaliana (Mouse-ear cress)","GO:0009751, GO:0009753, GO:0009873, GO:0034605, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_47240","Q9SFE4sp=Ethylene-responsive transcription factor ERF012 Arabidopsis thaliana (Mouse-ear cress)","GO:0009751, GO:0009753, GO:0009873, GO:0034605, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_47242","Q9SFE4sp=Ethylene-responsive transcription factor ERF012 Arabidopsis thaliana (Mouse-ear cress)","GO:0009751, GO:0009753, GO:0009873, GO:0034605, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","HUB"
"ppt_47243","Q9SFE4sp=Ethylene-responsive transcription factor ERF012 Arabidopsis thaliana (Mouse-ear cress)","GO:0009751, GO:0009753, GO:0009873, GO:0034605, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_47244","Q9SFE4sp=Ethylene-responsive transcription factor ERF012 Arabidopsis thaliana (Mouse-ear cress)","GO:0009751, GO:0009753, GO:0009873, GO:0034605, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_48140","A0A0D6QVU5tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_48142","A0A0C9QSF7tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11890_2869 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_48172","A0A061GIM0tr=Myb-like transcription factor family protein  Theobroma cacao (Cacao) (Cocoa)","GO:0000122, GO:0009646, GO:0009723, GO:0009733, GO:0009737, GO:0009739, GO:0009744, GO:0010150, GO:0010252, GO:0030307, GO:0048527, GO:0090697, GO:2000469, GO:0000976, GO:0003700, GO:0008270, GO:0005634, GO:0016021","NO-H"
"ppt_48173","A0A061GIM0tr=Myb-like transcription factor family protein  Theobroma cacao (Cacao) (Cocoa)","GO:0000122, GO:0009646, GO:0009723, GO:0009733, GO:0009737, GO:0009739, GO:0009744, GO:0010150, GO:0010252, GO:0030307, GO:0048527, GO:0090697, GO:2000469, GO:0000976, GO:0003700, GO:0008270, GO:0005634, GO:0016021","NO-H"
"ppt_48174","A0A061GIM0tr=Myb-like transcription factor family protein  Theobroma cacao (Cacao) (Cocoa)","GO:0000122, GO:0009646, GO:0009723, GO:0009733, GO:0009737, GO:0009739, GO:0009744, GO:0010150, GO:0010252, GO:0030307, GO:0048527, GO:0090697, GO:2000469, GO:0000976, GO:0003700, GO:0008270, GO:0005634, GO:0016021","NO-H"
"ppt_48175","A0A199VN49tr=Transcription factor MYB1R1  Ananas comosus (Pineapple) (Ananas ananas)","GO:0000122, GO:0009646, GO:0009723, GO:0009733, GO:0009737, GO:0009739, GO:0009744, GO:0010150, GO:0010252, GO:0030307, GO:0048527, GO:0090697, GO:2000469, GO:0000976, GO:0003700, GO:0008270, GO:0005634, GO:0016021","NO-H"
"ppt_48176","A9SFL8tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006351, GO:0006355, GO:0006952, GO:0009410, GO:0009626, GO:0009862, GO:0045892, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005515, GO:0043565, GO:0005634, GO:0005737","NO-H"
"ppt_48345","Q9CAA9sp=Transcription factor bHLH49 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_48346","A0A0K9NUR7tr=BHLH transcription factor  Zostera marina (Eelgrass)","GO:0006355, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48446","Q8GWA2tr=Putative uncharacterized protein At2g26840  Arabidopsis thaliana (Mouse-ear cress)","GO:0006259, GO:0006355, GO:0009658, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48448","Q8GWA2tr=Putative uncharacterized protein At2g26840  Arabidopsis thaliana (Mouse-ear cress)","GO:0006259, GO:0006355, GO:0009658, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48449","Q8GWA2tr=Putative uncharacterized protein At2g26840  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48450","D7LEV2tr=Putative uncharacterized protein  Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)","GO:0006355, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48452","Q8GWA2tr=Putative uncharacterized protein At2g26840  Arabidopsis thaliana (Mouse-ear cress)","GO:0006259, GO:0006355, GO:0009658, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48453","Q8GWA2tr=Putative uncharacterized protein At2g26840  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090143, GO:0106167, GO:1900367, GO:0000400, GO:0003700, GO:0005516, GO:0008821, GO:0043565, GO:0005634, GO:0042644","NO-H"
"ppt_48499","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48500","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48501","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48502","A0A072VLH4tr=BHLH transcription factor-like protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48504","A0A0B2QD72tr=Putative basic helix-loop-helix protein  Glycine soja (Wild soybean)","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48506","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48507","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48509","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48510","U5D1K3tr=Uncharacterized protein  Amborella trichopoda","GO:0006355, GO:0048364, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_48592","A0A0G2STQ8tr=Sigma factor  Erodium foetidum","GO:0006352, GO:0006355, GO:0003700, GO:0016021","NO-H"
"ppt_48598","A0A0G2STQ8tr=Sigma factor  Erodium foetidum","GO:0006352, GO:0006355, GO:0003700, GO:0016020","NO-H"
"ppt_48838","Q9M2K4sp=Basic leucine zipper 61  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005488","NO-H"
"ppt_48839","Q9M2K4sp=Basic leucine zipper 61  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005488","NO-H"
"ppt_48840","Q9M2K4sp=Basic leucine zipper 61  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005488","NO-H"
"ppt_48841","A0A078C2C0tr=BnaC03g10840D protein  Brassica napus (Rape)","GO:0009555, GO:0045893, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_50162","A0A0D3CN86tr=Uncharacterized protein  Brassica oleracea var. oleracea","GO:0006352, GO:0006355, GO:0006508, GO:0003700, GO:0004222, GO:0005524, GO:0008270, GO:0016020, GO:0016021","NO-H"
"ppt_50432","O04681sp=Pathogenesis-related genes transcriptional activator PTI5 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0006355, GO:0010200, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_50433","Q9LW48sp=Ethylene-responsive transcription factor 5 Nicotiana sylvestris (Wood tobacco) (South American tobacco)","GO:0006355, GO:0010200, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_50579","A0A167V936tr=Transcription factor MYB35  Picea abies (Norway spruce) (Picea excelsa)","GO:0006355, GO:0010214, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_50722","Q9FE67sp=Ethylene-responsive transcription factor 9 Arabidopsis thaliana (Mouse-ear cress)","GO:0009873, GO:0019760, GO:0003677, GO:0003700, GO:0005515","NO-H"
"ppt_50874","Q70II3sp=Ethylene-responsive transcription factor ERF110 Arabidopsis thaliana (Mouse-ear cress)","GO:0009873, GO:0045893, GO:0048510, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_50875","Q70II3sp=Ethylene-responsive transcription factor ERF110 Arabidopsis thaliana (Mouse-ear cress)","GO:0009873, GO:0045893, GO:0048510, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_51296","A0A059Q7A6tr=WRKY transcription factor 54  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_51600","Q71BZ1tr=Type-B response regulator  Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)","GO:0000160, GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_51602","Q71BZ1tr=Type-B response regulator  Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)","GO:0000160, GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_51603","D7GN46tr=Putative B-type response regulator 16  Populus canadensis (Canadian poplar) (Populus deltoides x Populus nigra)","GO:0000160, GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_51604","E4Z8Q8tr=Putative type-b response regulator (Sensor histidine kinase)  Malus domestica (Apple) (Pyrus malus)","GO:0000160, GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
